customer_name,customer_contact,customer_address,customer_city,customer_postal_code,customer_country,order_date,order_quantity,product_name,product_unit,product_price,category_name,category_description,shipper_name,shipper_phone,supplier_name,supplier_contact,supplier_address,supplier_city,supplier_postal_code,supplier_country,supplier_phone,employee_last_name,employee_first_name,employee_birthdate,employee_photo,employee_notes
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1996-10-17 00:00:00",16,"Zaanse koeken","10 - 4 oz boxes",9.5,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22",Zaandam,"9999 ZZ",Netherlands,"(12345) 1212",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1996-10-18 00:00:00",10,Tofu,"40 - 100 g pkgs.",23.25,Produce,"Dried fruit and bean curd","Federal Shipping","(503) 555-9931",Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Buchanan,Steven,"1955-03-04 00:00:00",EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1996-10-18 00:00:00",10,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Desserts, candies, and sweet breads","Federal Shipping","(503) 555-9931","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Buchanan,Steven,"1955-03-04 00:00:00",EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1996-10-18 00:00:00",40,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Buchanan,Steven,"1955-03-04 00:00:00",EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France,"1996-10-21 00:00:00",8,"Filo Mix","16 - 2 kg boxes",7,Grains/Cereals,"Breads, crackers, pasta, and cereal","United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France,"1996-10-21 00:00:00",10,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"1996-10-22 00:00:00",7,Chang,"24 - 12 oz bottles",19,Beverages,"Soft drinks, coffees, teas, beers, and ales","United Package","(503) 555-3199","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"1996-10-22 00:00:00",25,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"1996-10-22 00:00:00",6,"Mascarpone Fabioli","24 - 200 g pkgs.",32,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"1996-10-22 00:00:00",48,"Manjimup Dried Apples","50 - 300 g pkgs.",53,Produce,"Dried fruit and bean curd","United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,"1996-10-23 00:00:00",18,"Chef Antons Cajun Seasoning","48 - 6 oz jars",22,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","United Package","(503) 555-3199","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-24 00:00:00",40,Tunnbrod,"12 - 250 g pkgs.",9,Grains/Cereals,"Breads, crackers, pasta, and cereal","Federal Shipping","(503) 555-9931","PB Knackebrod AB","Lars Peterson","Kaloadagatan 13",Goteborg,"S-345 67",Sweden,"031-987 65 43",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-24 00:00:00",24,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Desserts, candies, and sweet breads","Federal Shipping","(503) 555-9931","Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-24 00:00:00",20,"Inlagd Sill","24 - 250 g jars",19,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-24 00:00:00",28,"Gravad lax","12 - 500 g pkgs.",26,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-24 00:00:00",25,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,"1996-10-25 00:00:00",20,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","Federal Shipping","(503) 555-9931","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,"1996-10-25 00:00:00",15,"Nord-Ost Matjeshering","10 - 200 g glasses",25.89,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",Cuxhaven,27478,Germany,"(04721) 8713",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1996-10-28 00:00:00",10,"Chef Antons Cajun Seasoning","48 - 6 oz jars",22,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","United Package","(503) 555-3199","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1996-10-28 00:00:00",70,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1996-10-28 00:00:00",28,"Tarte au sucre","48 pies",49.3,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Bon app","Laurence Lebihans","12, rue des Bouchers",Marseille,13008,France,"1996-10-29 00:00:00",20,"Carnarvon Tigers","16 kg pkg.",62.5,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
"Bon app","Laurence Lebihans","12, rue des Bouchers",Marseille,13008,France,"1996-10-29 00:00:00",12,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
"Bon app","Laurence Lebihans","12, rue des Bouchers",Marseille,13008,France,"1996-10-29 00:00:00",40,"Ipoh Coffee","16 - 500 g tins",46,Beverages,"Soft drinks, coffees, teas, beers, and ales","Federal Shipping","(503) 555-9931","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,"1996-10-29 00:00:00",8,Geitost,"500 g",2.5,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,"1996-10-29 00:00:00",9,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-30 00:00:00",24,Chang,"24 - 12 oz bottles",19,Beverages,"Soft drinks, coffees, teas, beers, and ales","United Package","(503) 555-3199","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-30 00:00:00",56,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-30 00:00:00",40,"Inlagd Sill","24 - 250 g jars",19,Seafood,"Seaweed and fish","United Package","(503) 555-3199","Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-10-30 00:00:00",40,"Pate chinois","24 boxes x 2 pies",24,Meat/Poultry,"Prepared meats","United Package","(503) 555-3199","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"1996-10-31 00:00:00",50,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Breads, crackers, pasta, and cereal","Speedy Express","(503) 555-9831","Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"1996-10-31 00:00:00",4,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Desserts, candies, and sweet breads","Speedy Express","(503) 555-9831","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"1996-10-31 00:00:00",15,Lakkalikoori,"500 ml",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B",Seattle,98128,USA,"1996-11-01 00:00:00",35,"Chef Antons Cajun Seasoning","48 - 6 oz jars",22,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","United Package","(503) 555-3199","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B",Seattle,98128,USA,"1996-11-01 00:00:00",70,"Northwoods Cranberry Sauce","12 - 12 oz jars",40,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","United Package","(503) 555-3199","Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-11-04 00:00:00",70,"Northwoods Cranberry Sauce","12 - 12 oz jars",40,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","United Package","(503) 555-3199","Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-11-04 00:00:00",80,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-11-04 00:00:00",9,"Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.",14,Grains/Cereals,"Breads, crackers, pasta, and cereal","United Package","(503) 555-3199","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"1996-11-05 00:00:00",36,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","Federal Shipping","(503) 555-9931","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"1996-11-05 00:00:00",20,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Breads, crackers, pasta, and cereal","Federal Shipping","(503) 555-9931","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,"1996-11-06 00:00:00",10,"NuNuCa Nuss-Nougat-Creme","20 - 450 g glasses",14,Confections,"Desserts, candies, and sweet breads","Federal Shipping","(503) 555-9931","Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,"1996-11-06 00:00:00",50,"Chartreuse verte","750 cc per bottle",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","Federal Shipping","(503) 555-9931","Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,"1996-11-06 00:00:00",4,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,"1996-11-06 00:00:00",6,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales","Federal Shipping","(503) 555-9931","Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,"1996-11-07 00:00:00",15,Chais,"10 boxes x 20 bags",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","United Package","(503) 555-3199","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,"1996-11-07 00:00:00",25,Tunnbrod,"12 - 250 g pkgs.",9,Grains/Cereals,"Breads, crackers, pasta, and cereal","United Package","(503) 555-3199","PB Knackebrod AB","Lars Peterson","Kaloadagatan 13",Goteborg,"S-345 67",Sweden,"031-987 65 43",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,"1996-11-08 00:00:00",24,Tourtiere,"16 pies",7.45,Meat/Poultry,"Prepared meats","Speedy Express","(503) 555-9831","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
